时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°),Q0,Q1,Q2,Q3
"2025-04-18T08:39:25.093Z",d206T32MIdIunO20yZUSQQ==,"WT901BLE67",-0.5200,-0.7451,0.8203,53.16,51.64,248.47,2.31,3.93,-168.10,-0.134277,-0.018005,0.029205,0.990295
"2025-04-18T08:39:26.019Z",JOQ1+dSpo1egtinD1KjMoQ==,"WT901BLE67",0.2593,0.1704,0.9961,14.16,-16.66,-10.68,10.29,-14.96,-30.17,0.954742,0.057312,-0.156311,-0.246307
"2025-04-18T08:39:26.404Z",Dw62CraX8yBcStMvzT57Iw==,"WT901BLE67",-0.3516,-0.9912,0.6865,-171.33,-57.01,-100.28,-84.58,46.13,-109.26,-0.608917,0.122009,-0.672577,0.402344
"2025-04-18T08:39:26.020Z",YLArYl5LjeLyNY/gXUHzyg==,"WT901BLE67",0.3418,-0.7422,2.0454,672.73,39.37,-511.17,0.57,-7.49,0.91,-0.998871,-0.012054,0.044495,0.003754
"2025-04-18T08:39:26.403Z",D7QjzXhqJL1jbjGTgZ+o+A==,"WT901BLE67",0.8403,0.5474,2.0093,-246.70,351.87,401.73,9.61,5.77,-31.84,-0.978088,-0.198120,-0.013306,0.061646
"2025-04-18T08:39:26.765Z",d206T32MIdIunO20yZUSQQ==,"WT901BLE67",0.3672,-0.5054,0.9263,543.52,-205.93,19.96,6.76,-5.59,-89.61,-0.735565,0.012177,0.164063,0.657074
"2025-04-18T08:39:26.765Z",71bGpF6wIEHTfqUkTzvjXw==,"WT901BLE67",0.5874,-1.2803,1.3491,103.03,51.33,252.01,-0.58,-1.87,92.42,0.656464,0.009125,0.027252,0.753754
"2025-04-18T08:39:27.526Z",Dw62CraX8yBcStMvzT57Iw==,"WT901BLE67",-0.8647,-0.2861,-0.5605,-150.39,-3.60,175.17,-80.06,46.43,-114.68,-0.593170,0.064850,-0.660492,0.455597
"2025-04-18T08:39:27.518Z",YLArYl5LjeLyNY/gXUHzyg==,"WT901BLE67",-0.9780,-0.3389,1.1934,-8.85,24.17,186.46,4.38,-0.65,-47.55,-0.874084,-0.034760,0.010010,0.484314
"2025-04-18T08:39:27.524Z",JOQ1+dSpo1egtinD1KjMoQ==,"WT901BLE67",0.0698,-0.1055,0.9619,-5.43,-98.39,-87.52,11.43,-14.89,-22.85,0.964905,0.072510,-0.155273,-0.198700
"2025-04-18T08:39:27.515Z",71bGpF6wIEHTfqUkTzvjXw==,"WT901BLE67",-0.2939,0.5371,1.2754,167.97,182.43,178.96,4.48,2.12,77.94,0.726959,0.056000,0.025787,0.683838
"2025-04-18T08:39:27.525Z",D7QjzXhqJL1jbjGTgZ+o+A==,"WT901BLE67",0.3584,0.4570,0.9697,-75.26,5.19,378.36,7.86,-0.96,69.77,-0.799500,-0.061432,-0.000214,-0.597412
"2025-04-18T08:39:28.229Z",d206T32MIdIunO20yZUSQQ==,"WT901BLE67",-0.2974,0.3047,0.8994,-81.30,-113.77,-24.11,-0.48,0.13,-29.26,-0.967407,0.002411,-0.001404,0.252991
"2025-04-18T08:39:28.876Z",Dw62CraX8yBcStMvzT57Iw==,"WT901BLE67",-0.7520,-0.5400,-0.2793,0.18,-1.40,6.71,-115.10,50.40,-89.82,-0.597473,0.379456,-0.700836,0.088226
"2025-04-18T08:39:29.077Z",YLArYl5LjeLyNY/gXUHzyg==,"WT901BLE67",-0.0923,0.0923,1.0317,1.83,7.45,0.06,4.22,0.25,-59.38,-0.868011,-0.033081,0.016296,0.495056
"2025-04-18T08:39:28.876Z",d206T32MIdIunO20yZUSQQ==,"WT901BLE67",-0.0396,-0.0112,1.0327,0.43,-0.06,0.18,0.38,-0.10,-29.81,-0.966217,-0.003357,0.001892,0.257538
"2025-04-18T08:39:28.869Z",JOQ1+dSpo1egtinD1KjMoQ==,"WT901BLE67",0.1333,0.1104,1.0029,54.44,-74.71,-19.04,6.04,-9.65,-67.04,0.827850,-0.007538,-0.119873,-0.547852
"2025-04-18T08:39:29.448Z",D7QjzXhqJL1jbjGTgZ+o+A==,"WT901BLE67",0.0552,-0.0039,1.0273,-0.85,-0.24,0.12,5.71,-4.59,70.47,-0.814240,-0.064056,0.004120,-0.576874
"2025-04-18T08:39:30.014Z",71bGpF6wIEHTfqUkTzvjXw==,"WT901BLE67",0.1040,0.1216,1.0098,0.06,0.00,0.12,6.88,-5.81,-47.91,0.911926,0.034058,-0.070679,-0.402649
"2025-04-18T08:39:30.409Z",Dw62CraX8yBcStMvzT57Iw==,"WT901BLE67",-0.7622,-0.5352,-0.2861,0.00,0.06,0.18,-118.14,51.45,-73.65,0.593781,-0.484802,0.641754,0.020508
"2025-04-18T08:39:30.409Z",D7QjzXhqJL1jbjGTgZ+o+A==,"WT901BLE67",0.0674,-0.0010,1.0103,-0.24,-0.31,0.00,-0.08,-3.83,0.00,0.999390,-0.000671,-0.033478,-0.000031
