时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°),Q0,Q1,Q2,Q3
"2025-04-17T06:16:50.884Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",-2.8994,-1.1079,0.6021,153.63,384.16,-290.77,-54.92,-23.96,-57.14,0.726929,-0.431549,0.068878,-0.529602
"2025-04-17T06:16:50.960Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",-0.4624,1.4443,-2.5796,-18.74,74.34,-3.72,-22.88,64.40,174.61,-0.039917,-0.525391,-0.113861,0.842194
"2025-04-17T06:16:51.043Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",-0.7065,0.9600,-1.4399,290.34,49.01,-4.52,-68.02,45.04,68.74,0.511078,-0.605682,-0.029602,0.609070
"2025-04-17T06:16:50.969Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",1.6270,-0.0576,1.1323,274.17,260.31,-179.26,129.71,-16.27,-120.90,-0.317139,-0.433197,0.800110,0.267365
"2025-04-17T06:16:50.884Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",-2.8994,-1.1079,0.6021,153.63,384.16,-290.77,-54.92,-23.96,-57.14,0.793060,-0.483093,0.030579,-0.369598
"2025-04-17T06:16:51.042Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-1.0845,0.1592,1.4380,85.39,-277.89,233.09,-67.08,-32.04,39.72,0.763367,-0.419464,-0.431396,0.234741
"2025-04-17T06:16:50.884Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",2.1646,-0.8823,-0.7637,91.19,-112.12,-40.53,-47.08,21.19,-19.16,0.889099,-0.340942,0.277954,-0.126007
"2025-04-17T06:16:51.590Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",-0.2603,1.4756,1.9648,-463.93,229.00,227.84,-5.01,33.97,166.11,-0.031311,-0.414398,-0.156738,0.895905
"2025-04-17T06:16:51.784Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",0.4678,-3.2588,-1.5356,218.32,-13.00,103.45,-74.93,16.39,31.17,0.815186,-0.546204,0.056488,0.183960
"2025-04-17T06:16:51.934Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",-0.0625,-0.1963,2.2432,-396.85,-34.97,266.42,-28.44,23.65,68.03,0.758209,-0.310455,0.030182,0.572449
"2025-04-17T06:16:51.784Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-3.1182,0.4819,0.5088,-67.50,-192.99,35.64,-61.78,61.12,-75.15,0.832489,-0.191223,0.499847,-0.142944
"2025-04-17T06:16:51.785Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",1.3818,-0.4121,-1.7974,-406.37,-248.90,148.99,137.16,-51.63,-61.75,-0.495300,-0.559204,0.660614,-0.073822
"2025-04-17T06:16:51.933Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-0.6055,-1.8691,0.0693,20.26,362.67,-301.21,-55.04,4.38,100.33,0.706848,-0.387482,-0.300446,0.509735
"2025-04-17T06:16:52.316Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",-0.3247,2.1436,-0.6367,-308.23,251.83,140.87,-53.04,72.38,179.84,-0.280975,-0.560944,-0.400116,0.667999
"2025-04-17T06:16:52.511Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-0.1040,-0.8115,-0.5840,106.38,500.43,-96.01,-36.52,13.70,11.49,0.919464,-0.296692,0.255402,0.034546
"2025-04-17T06:16:52.612Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-1.5049,-0.9121,-0.3379,-127.56,-627.32,468.51,-81.58,-27.82,55.26,0.504089,-0.508636,-0.591614,0.370209
"2025-04-17T06:16:52.768Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",1.2065,-0.6494,3.0342,142.15,-169.56,-323.36,-38.68,17.61,73.10,0.718811,-0.348938,-0.078857,0.596008
"2025-04-17T06:16:52.863Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",-1.3438,-1.0601,-3.1382,29.97,110.66,-82.52,170.10,-10.51,-75.10,-0.127563,-0.785309,0.605133,-0.026672
"2025-04-17T06:16:52.863Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",0.3042,-1.9839,-2.8257,68.36,-114.69,41.02,-100.52,-2.99,102.14,0.417816,-0.465637,-0.609619,0.486664
"2025-04-17T06:16:53.079Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",1.4121,-1.9370,1.1816,-89.36,-32.17,136.05,-44.06,10.20,69.65,0.738892,-0.353729,-0.145691,0.554596
"2025-04-17T06:16:52.863Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-3.4009,1.2329,1.0273,356.75,107.91,126.77,-27.69,49.29,-20.90,0.915009,-0.081238,0.386627,-0.081238
"2025-04-17T06:16:52.964Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",1.7021,-1.1553,-1.7788,-12.33,39.31,-29.54,-98.90,-16.98,22.03,0.659912,-0.718964,-0.215210,-0.034454
"2025-04-17T06:16:52.862Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",1.4712,-1.9517,4.0186,-110.05,-159.42,-195.62,-16.39,22.62,159.20,0.125946,-0.243103,-0.152618,0.949554
"2025-04-17T06:16:53.666Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",0.6846,-1.6431,-3.3545,188.48,-68.36,-732.42,168.59,43.92,-131.29,0.345428,-0.702667,0.591461,0.192413
"2025-04-17T06:16:53.877Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",0.1260,0.2139,-0.8501,-55.30,558.47,-40.04,-64.07,-67.95,-8.77,0.688721,-0.432159,-0.300476,-0.498474
"2025-04-17T06:16:54.051Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",1.9541,-0.9746,5.0039,-78.86,-107.48,-478.33,-43.68,-1.48,156.99,0.315125,-0.067657,-0.385101,0.864685
"2025-04-17T06:16:54.281Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",-0.5640,-1.3042,0.4316,-241.58,-589.90,-117.98,-58.41,-55.84,-71.80,0.246674,-0.867096,-0.296844,-0.314728
"2025-04-17T06:16:54.282Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",1.1855,-1.1001,0.7817,-255.37,89.23,281.31,-52.29,-6.58,118.65,0.401733,-0.273682,-0.425446,0.763275
"2025-04-17T06:16:54.594Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",0.9229,-0.2271,0.1274,-227.72,-73.91,313.84,-68.42,-20.94,47.90,0.784637,-0.444244,-0.361786,0.236694
"2025-04-17T06:16:54.282Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-1.0059,1.4204,0.3848,-226.75,-309.39,127.62,36.04,40.79,-9.90,0.954346,0.189789,0.180878,-0.142792
"2025-04-17T06:16:54.853Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",-0.0215,-3.6001,-3.2749,-39.73,-336.30,-857.18,-155.91,49.75,-94.17,0.467590,-0.668091,0.556580,0.158508
"2025-04-17T06:16:54.282Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-1.6953,-1.8828,-1.8218,-348.33,-733.70,-301.70,-153.81,-4.22,85.51,0.075043,-0.555267,-0.802460,0.204895
"2025-04-17T06:16:55.206Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-1.1484,-1.7061,-1.6934,-2.08,-549.44,-439.94,-152.85,-0.91,95.65,0.163300,-0.651154,-0.721619,0.168701
"2025-04-17T06:16:55.335Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",0.9717,-0.2349,-0.2891,-142.33,-184.27,352.60,-74.92,-15.66,50.34,0.746887,-0.499298,-0.354156,0.259399
"2025-04-17T06:16:55.205Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-0.4546,1.5474,0.3101,-274.72,-244.57,60.42,29.06,28.42,-16.33,0.974213,0.134918,0.121338,-0.133606
"2025-04-17T06:16:55.206Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",-1.0000,-2.5864,-2.2998,-351.14,-131.77,-621.40,-142.52,48.71,-74.43,0.452637,-0.674103,0.566833,0.138824
"2025-04-17T06:16:55.726Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",0.3740,0.0796,-0.0713,-242.25,-30.64,233.40,0.66,9.17,-3.44,0.991882,-0.059875,0.088776,0.067871
"2025-04-17T06:16:55.863Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",0.4814,-1.1494,-2.2139,572.27,-132.63,-211.36,-160.65,-34.33,57.27,0.537109,-0.613953,-0.559296,-0.147247
"2025-04-17T06:16:56.128Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",-0.8726,0.5117,0.3706,214.36,-224.67,6.04,-72.72,6.21,84.36,0.574219,-0.467987,-0.365204,0.563721
"2025-04-17T06:16:55.864Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",0.0063,0.2266,-0.5386,-63.78,-208.01,254.15,-66.82,30.33,139.98,0.024597,-0.333344,-0.409241,0.848938
"2025-04-17T06:16:56.127Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-0.4150,-0.1509,-2.9434,85.08,333.13,-328.06,-132.11,-15.03,134.49,0.475830,-0.255768,-0.809418,0.229950
"2025-04-17T06:16:56.624Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",-0.1851,-1.2246,-0.3271,-198.79,-106.45,463.01,135.74,42.66,-100.34,0.006836,-0.628052,0.595093,0.501282
"2025-04-17T06:16:56.787Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",1.1611,-0.2329,-1.5947,32.78,579.83,-246.15,-105.58,-47.32,47.07,0.776276,-0.449158,-0.281311,-0.341125
"2025-04-17T06:16:57.011Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",-0.2827,1.6904,1.0269,88.44,-488.10,-439.03,-37.00,9.51,150.63,0.351257,0.062683,-0.298492,0.885162
"2025-04-17T06:16:57.196Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-0.2588,0.1304,-0.1543,-29.54,500.18,-114.75,-83.95,-48.70,92.31,0.726257,-0.225403,-0.597504,0.254181
"2025-04-17T06:16:57.342Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",0.9419,-0.1411,2.9438,43.46,-78.06,-505.25,-24.65,-31.39,47.92,0.882874,-0.080505,-0.324951,0.329193
"2025-04-17T06:16:56.788Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-0.7983,-1.2388,-0.0830,417.97,410.40,295.59,-2.29,33.26,-0.92,0.811401,0.297333,0.502747,-0.019318
"2025-04-17T06:16:57.721Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",1.3545,-0.2173,0.4111,-318.97,36.80,271.30,-46.20,-12.80,10.23,0.914307,-0.379150,-0.136902,0.037964
"2025-04-17T06:16:57.868Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-0.8398,1.3037,0.4375,-225.22,-350.10,-66.71,16.16,47.96,-45.74,0.902985,0.047394,0.217896,-0.367157
"2025-04-17T06:16:58.050Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",-0.2266,-1.3960,0.3296,-171.39,-499.02,-218.69,-106.72,-54.43,-31.00,0.264069,-0.857635,-0.424042,-0.121704
"2025-04-17T06:16:58.050Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",1.5225,-0.3452,2.5425,-79.10,272.40,-482.36,-34.76,-28.55,159.40,0.462067,0.067108,-0.307739,0.828949
"2025-04-17T06:16:58.051Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-1.3076,-1.8418,-1.6670,-170.84,-719.42,-308.35,-131.47,2.53,102.66,0.174866,-0.483643,-0.777527,0.361755
"2025-04-17T06:16:58.051Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",-0.2085,-2.9233,-3.0195,-169.80,-194.15,-792.18,-157.95,37.05,-101.45,0.302124,-0.734741,0.599426,0.097137
"2025-04-17T06:16:58.897Z",n0oRagX4y0BAEER+B6AKug==,"WT901BLE67",-0.0908,0.2319,0.0874,23.99,497.50,-167.48,-60.49,-40.49,70.05,0.854767,-0.331482,-0.360840,0.170837
"2025-04-17T06:16:58.893Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-0.6787,0.5698,0.0630,-463.13,-308.29,32.65,-7.69,29.78,-30.72,0.939392,-0.282928,0.182831,-0.062775
"2025-04-17T06:16:58.894Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",-0.3130,0.1675,0.0278,-264.77,520.81,-117.00,-49.30,-35.38,-40.62,0.732574,-0.473938,-0.039093,-0.486877
"2025-04-17T06:16:58.894Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",0.9077,-0.1904,0.4204,-158.51,154.48,534.12,-40.45,30.11,129.59,-0.048950,-0.421692,-0.114929,0.898041
"2025-04-17T06:16:59.602Z",bak0EQ1249EhR2zo8jtPlA==,"WT901BLE67",-0.5518,0.7798,-0.1807,34.30,-245.61,504.70,-52.68,41.97,84.47,0.512604,-0.522430,-0.040894,0.680084
"2025-04-17T06:16:58.912Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",0.4370,-0.1196,0.3882,-193.30,-193.48,462.04,121.53,7.79,-137.32,-0.056519,-0.013458,0.886292,0.459381
"2025-04-17T06:17:00.002Z",coMeIJiculHLY9tVdabqnA==,"WT901BLE67",-1.8813,-4.1709,-3.8213,232.42,-601.26,-639.34,-174.87,14.49,-121.37,0.227570,-0.585022,0.775116,0.071045
"2025-04-17T06:17:00.277Z",EVoU4/j/V5+nc5YC16kNbQ==,"WT901BLE67",0.4941,-1.4482,-2.5112,32.53,-173.65,-345.95,-138.23,-24.11,45.89,0.461975,-0.738678,-0.488373,-0.048126
"2025-04-17T06:17:00.425Z",A4TCCCcOpH8j7oTmMud4gA==,"WT901BLE67",1.4746,-4.0396,-0.6514,-302.12,-243.71,381.77,-40.72,1.04,115.55,0.281982,-0.250153,-0.383820,0.842896
"2025-04-17T06:17:00.427Z",+UG3YJkPz/E5nyyWuZdCzQ==,"WT901BLE67",-0.8623,2.8081,0.9497,-46.20,-206.91,356.57,20.24,39.40,-32.84,0.982544,0.102234,0.138611,-0.069794
